region	chrom	start	end	span	n_sSNV	cn	tree_shape	n_nodes	n_nested	n_sibling	max_depth	has_cycle	n_populations
chr12:32284399-32289165	chr12	32284399	32289165	4766	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr12:32567380-32585783	chr12	32567380	32585783	18403	2	gain	no_confirmed_structure	2	0	0	1	False	2
chr12:32679658-32708356	chr12	32679658	32708356	28698	2	gain	no_confirmed_structure	2	0	0	1	False	1
chr12:38097932-38119312	chr12	38097932	38119312	21380	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr12:38530395-38558971	chr12	38530395	38558971	28576	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr12:40446404-40448637	chr12	40446404	40448637	2233	2	loh	no_confirmed_structure	2	0	0	1	False	4
chr12:41359559-41365504	chr12	41359559	41365504	5945	2	loh	no_confirmed_structure	2	0	0	1	False	2
chr12:46156160-46158183	chr12	46156160	46158183	2023	2	loh	no_confirmed_structure	2	0	0	1	False	3
chr12:48057998-48060186	chr12	48057998	48060186	2188	2	loh	co_linked_lineage	1	0	0	1	False	2
chr12:49235584-49243210	chr12	49235584	49243210	7626	2	loh	no_confirmed_structure	2	0	0	1	False	2
chr12:50040426-50043276	chr12	50040426	50043276	2850	2	loh	no_confirmed_structure	2	0	0	1	False	2
chr12:50450653-50493623	chr12	50450653	50493623	42970	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr12:50941804-50941806	chr12	50941804	50941806	2	2	loh	co_linked_lineage	1	0	0	1	False	2
chr12:52471834-52480006	chr12	52471834	52480006	8172	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr12:53116582-53140762	chr12	53116582	53140762	24180	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr12:57023981-57024800	chr12	57023981	57024800	819	2	loh	no_confirmed_structure	2	0	0	1	False	4
chr12:59972802-59978290	chr12	59972802	59978290	5488	2	loh	co_linked_lineage	1	0	0	1	False	1
chr12:61031438-61060190	chr12	61031438	61060190	28752	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr12:68372306-68384904	chr12	68372306	68384904	12598	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr12:72171986-72204591	chr12	72171986	72204591	32605	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr12:72375154-72391288	chr12	72375154	72391288	16134	2	loh	co_linked_lineage	1	0	0	1	False	1
chr12:72646640-72662859	chr12	72646640	72662859	16219	2	loh	no_confirmed_structure	2	0	0	1	False	2
chr12:72905485-72915625	chr12	72905485	72915625	10140	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr12:73146104-73180540	chr12	73146104	73180540	34436	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr12:74651466-74660553	chr12	74651466	74660553	9087	2	loh	co_linked_lineage	1	0	0	1	False	1
chr12:75697599-75734119	chr12	75697599	75734119	36520	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr12:76050689-76050920	chr12	76050689	76050920	231	2	loh	no_confirmed_structure	2	0	0	1	False	3
chr12:80152306-80154612	chr12	80152306	80154612	2306	2	loh	no_confirmed_structure	2	0	0	1	False	2
chr12:82367543-82401414	chr12	82367543	82401414	33871	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr12:84012490-84051029	chr12	84012490	84051029	38539	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr12:84259136-84284196	chr12	84259136	84284196	25060	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr12:86648729-86680221	chr12	86648729	86680221	31492	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr12:86771587-86771589	chr12	86771587	86771589	2	2	loh	co_linked_lineage	1	0	0	1	False	2
chr12:87936953-87940772	chr12	87936953	87940772	3819	2	loh	no_confirmed_structure	2	0	0	1	False	2
chr12:89000884-89039688	chr12	89000884	89039688	38804	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr12:89129691-89150451	chr12	89129691	89150451	20760	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr12:92159612-92165194	chr12	92159612	92165194	5582	2	loh	no_confirmed_structure	2	0	0	1	False	2
chr12:92392487-92404611	chr12	92392487	92404611	12124	2	loh	no_confirmed_structure	2	0	0	1	False	2
chr12:92964431-92991368	chr12	92964431	92991368	26937	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr12:94481631-94482486	chr12	94481631	94482486	855	2	loh	co_linked_lineage	1	0	0	1	False	0
chr12:94564126-94595456	chr12	94564126	94595456	31330	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr12:96668220-96685767	chr12	96668220	96685767	17547	2	loh	co_linked_lineage	1	0	0	1	False	1
chr12:98772530-98774989	chr12	98772530	98774989	2459	2	loh	no_confirmed_structure	2	0	0	1	False	2
chr12:99586659-99615900	chr12	99586659	99615900	29241	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr12:103444842-103446763	chr12	103444842	103446763	1921	2	loh	co_linked_lineage	1	0	0	1	False	2
chr12:104165391-104202299	chr12	104165391	104202299	36908	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr12:107248161-107274214	chr12	107248161	107274214	26053	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr12:107597527-107627801	chr12	107597527	107627801	30274	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr12:111247289-111272662	chr12	111247289	111272662	25373	2	loh	no_confirmed_structure	2	0	0	1	False	2
chr12:112401506-112412921	chr12	112401506	112412921	11415	2	loh	no_confirmed_structure	2	0	0	1	False	2
chr12:113773896-113803619	chr12	113773896	113803619	29723	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr12:113975335-113979825	chr12	113975335	113979825	4490	2	loh	no_confirmed_structure	2	0	0	1	False	3
chr12:114176646-114201624	chr12	114176646	114201624	24978	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr12:114745123-114748234	chr12	114745123	114748234	3111	2	loh	co_linked_lineage	1	0	0	1	False	1
chr12:114812131-114827373	chr12	114812131	114827373	15242	2	loh	co_linked_lineage	1	0	0	1	False	1
chr12:115005476-115010776	chr12	115005476	115010776	5300	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr12:115727577-115761997	chr12	115727577	115761997	34420	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr12:117328264-117368852	chr12	117328264	117368852	40588	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr12:120339258-120351300	chr12	120339258	120351300	12042	2	loh	no_confirmed_structure	2	0	0	1	False	2
chr12:120760155-120784750	chr12	120760155	120784750	24595	2	loh	co_linked_lineage	1	0	0	1	False	1
chr12:121963814-121971021	chr12	121963814	121971021	7207	2	loh	no_confirmed_structure	2	0	0	1	False	2
chr12:123301482-123336506	chr12	123301482	123336506	35024	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr12:127250971-127273953	chr12	127250971	127273953	22982	2	loh	co_linked_lineage	1	0	0	1	False	1
chr12:128095808-128132685	chr12	128095808	128132685	36877	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr12:129202875-129229299	chr12	129202875	129229299	26424	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr12:129621073-129655223	chr12	129621073	129655223	34150	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr12:129789499-129801270	chr12	129789499	129801270	11771	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr12:131090033-131139950	chr12	131090033	131139950	49917	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr13:18249462-18251629	chr13	18249462	18251629	2167	2	neutral	co_linked_lineage	1	0	0	1	False	2
chr13:18664886-18700428	chr13	18664886	18700428	35542	2	gain	no_confirmed_structure	2	0	0	1	False	0
chr13:18813423-18826220	chr13	18813423	18826220	12797	2	gain	no_confirmed_structure	2	0	0	1	False	2
chr13:19511173-19542531	chr13	19511173	19542531	31358	2	gain	no_confirmed_structure	2	0	0	1	False	1
chr13:20414259-20441059	chr13	20414259	20441059	26800	2	gain	no_confirmed_structure	2	0	0	1	False	1
chr13:21188116-21190616	chr13	21188116	21190616	2500	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr13:21636669-21644303	chr13	21636669	21644303	7634	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr13:22312085-22316582	chr13	22312085	22316582	4497	2	gain	no_confirmed_structure	2	0	0	1	False	0
chr13:22703206-22720480	chr13	22703206	22720480	17274	2	gain	no_confirmed_structure	2	0	0	1	False	2
chr13:23029489-23062291	chr13	23029489	23062291	32802	2	gain	no_confirmed_structure	2	0	0	1	False	0
chr13:23247340-23251226	chr13	23247340	23251226	3886	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr13:24012935-24043474	chr13	24012935	24043474	30539	2	gain	no_confirmed_structure	2	0	0	1	False	0
chr13:25110291-25133377	chr13	25110291	25133377	23086	2	gain	co_linked_lineage	1	0	0	1	False	2
chr13:26833416-26852403	chr13	26833416	26852403	18987	2	gain	co_linked_lineage	1	0	0	1	False	2
chr13:27044287-27082278	chr13	27044287	27082278	37991	2	gain	no_confirmed_structure	2	0	0	1	False	1
chr13:27693197-27705991	chr13	27693197	27705991	12794	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr13:27783166-27785137	chr13	27783166	27785137	1971	2	gain	no_confirmed_structure	2	0	0	1	False	2
chr13:27926391-27941746	chr13	27926391	27941746	15355	2	gain	no_confirmed_structure	2	0	0	1	False	2
chr13:28262465-28275962	chr13	28262465	28275962	13497	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr13:28629986-28641024	chr13	28629986	28641024	11038	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr13:29352671-29393451	chr13	29352671	29393451	40780	2	gain	no_confirmed_structure	2	0	0	1	False	0
chr13:29470999-29505141	chr13	29470999	29505141	34142	2	gain	no_confirmed_structure	2	0	0	1	False	0
chr13:30486506-30496303	chr13	30486506	30496303	9797	2	gain	no_confirmed_structure	2	0	0	1	False	0
chr13:32071339-32094375	chr13	32071339	32094375	23036	2	gain	no_confirmed_structure	2	0	0	1	False	2
chr13:33328297-33350139	chr13	33328297	33350139	21842	2	gain	no_confirmed_structure	2	0	0	1	False	1
chr13:37839556-37844485	chr13	37839556	37844485	4929	2	gain	co_linked_lineage	1	0	0	1	False	2
chr13:39084893-39087835	chr13	39084893	39087835	2942	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr13:40894756-40924922	chr13	40894756	40924922	30166	2	gain	no_confirmed_structure	2	0	0	1	False	1
chr13:41022830-41033562	chr13	41022830	41033562	10732	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr13:41807056-41846565	chr13	41807056	41846565	39509	2	gain	no_confirmed_structure	2	0	0	1	False	0
chr13:42637859-42667377	chr13	42637859	42667377	29518	2	gain	no_confirmed_structure	2	0	0	1	False	1
chr13:42740405-42742944	chr13	42740405	42742944	2539	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr13:43445387-43471522	chr13	43445387	43471522	26135	2	gain	co_linked_lineage	1	0	0	1	False	1
chr13:43871682-43871745	chr13	43871682	43871745	63	2	gain	no_confirmed_structure	2	0	0	1	False	2
chr13:46081774-46083815	chr13	46081774	46083815	2041	2	gain	no_confirmed_structure	2	0	0	1	False	2
chr13:46232651-46240473	chr13	46232651	46240473	7822	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr13:47421895-47444854	chr13	47421895	47444854	22959	2	gain	no_confirmed_structure	2	0	0	1	False	2
chr13:47581356-47592516	chr13	47581356	47592516	11160	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr13:47650984-47651279	chr13	47650984	47651279	295	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr13:47850239-47864670	chr13	47850239	47864670	14431	2	gain	co_linked_lineage	1	0	0	1	False	2
chr13:48171501-48216778	chr13	48171501	48216778	45277	2	gain	no_confirmed_structure	2	0	0	1	False	0
chr13:48356267-48394108	chr13	48356267	48394108	37841	2	gain	no_confirmed_structure	2	0	0	1	False	0
chr13:48832872-48833471	chr13	48832872	48833471	599	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr13:48899935-48903828	chr13	48899935	48903828	3893	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr13:49620426-49623518	chr13	49620426	49623518	3092	2	loh	no_confirmed_structure	2	0	0	1	False	2
chr13:50305878-50337314	chr13	50305878	50337314	31436	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr13:50576884-50613674	chr13	50576884	50613674	36790	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr13:51025995-51034115	chr13	51025995	51034115	8120	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr13:61786815-61797413	chr13	61786815	61797413	10598	2	loh	no_confirmed_structure	2	0	0	1	False	4
chr13:64269407-64300890	chr13	64269407	64300890	31483	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr13:64975104-65001359	chr13	64975104	65001359	26255	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr13:65131377-65144623	chr13	65131377	65144623	13246	2	loh	co_linked_lineage	1	0	0	1	False	2
chr13:67530879-67567478	chr13	67530879	67567478	36599	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr13:69090031-69128588	chr13	69090031	69128588	38557	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr13:69400817-69433392	chr13	69400817	69433392	32575	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr13:69813769-69854452	chr13	69813769	69854452	40683	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr13:71976659-71993728	chr13	71976659	71993728	17069	2	loh	co_linked_lineage	1	0	0	1	False	1
chr13:72482096-72482686	chr13	72482096	72482686	590	2	loh	no_confirmed_structure	2	0	0	1	False	2
chr13:73502160-73533336	chr13	73502160	73533336	31176	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr13:73650566-73664292	chr13	73650566	73664292	13726	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr13:76632023-76649332	chr13	76632023	76649332	17309	2	loh	no_confirmed_structure	2	0	0	1	False	2
chr13:78280166-78280354	chr13	78280166	78280354	188	2	loh	no_confirmed_structure	2	0	0	1	False	2
chr13:79797237-79816252	chr13	79797237	79816252	19015	2	loh	co_linked_lineage	1	0	0	1	False	1
chr13:81554946-81565910	chr13	81554946	81565910	10964	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr13:81740139-81785006	chr13	81740139	81785006	44867	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr13:81888658-81897681	chr13	81888658	81897681	9023	2	loh	co_linked_lineage	1	0	0	1	False	1
chr13:82854439-82855800	chr13	82854439	82855800	1361	2	loh	no_confirmed_structure	2	0	0	1	False	3
chr13:84779116-84783924	chr13	84779116	84783924	4808	2	loh	co_linked_lineage	1	0	0	1	False	1
chr13:88520866-88555883	chr13	88520866	88555883	35017	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr13:89846691-89849475	chr13	89846691	89849475	2784	2	loh	co_linked_lineage	1	0	0	1	False	2
chr13:93684722-93688130	chr13	93684722	93688130	3408	2	loh	co_linked_lineage	1	0	0	1	False	1
chr13:93913595-93916185	chr13	93913595	93916185	2590	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr13:96034572-96056926	chr13	96034572	96056926	22354	2	loh	co_linked_lineage	1	0	0	1	False	1
chr13:97616009-97639616	chr13	97616009	97639616	23607	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr13:100343792-100349375	chr13	100343792	100349375	5583	2	loh	co_linked_lineage	1	0	0	1	False	1
chr13:101832106-101869697	chr13	101832106	101869697	37591	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr13:103287440-103299991	chr13	103287440	103299991	12551	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr13:103781509-103783022	chr13	103781509	103783022	1513	2	loh	no_confirmed_structure	2	0	0	1	False	3
chr13:104213246-104240505	chr13	104213246	104240505	27259	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr13:105186194-105202314	chr13	105186194	105202314	16120	2	loh	co_linked_lineage	1	0	0	1	False	1
chr13:105441839-105441840	chr13	105441839	105441840	1	2	loh	co_linked_lineage	1	0	0	1	False	2
chr13:105861284-105897742	chr13	105861284	105897742	36458	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr13:106308822-106311069	chr13	106308822	106311069	2247	2	loh	co_linked_lineage	1	0	0	1	False	2
chr13:107549742-107569077	chr13	107549742	107569077	19335	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr13:111874522-111896638	chr13	111874522	111896638	22116	2	loh	no_confirmed_structure	2	0	0	1	False	2
chr13:114213545-114228182	chr13	114213545	114228182	14637	2	loh	co_linked_lineage	1	0	0	1	False	1
chr14:18667073-18668522	chr14	18667073	18668522	1449	2	gain	co_linked_lineage	1	0	0	1	False	2
chr14:20029357-20078955	chr14	20029357	20078955	49598	2	gain	no_confirmed_structure	2	0	0	1	False	0
chr14:20281418-20318240	chr14	20281418	20318240	36822	2	gain	no_confirmed_structure	2	0	0	1	False	1
chr14:20634504-20644426	chr14	20634504	20644426	9922	2	gain	co_linked_lineage	1	0	0	1	False	2
chr14:21243909-21246849	chr14	21243909	21246849	2940	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr14:21466357-21485302	chr14	21466357	21485302	18945	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr14:21737617-21754717	chr14	21737617	21754717	17100	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr14:22311950-22351190	chr14	22311950	22351190	39240	2	gain	no_confirmed_structure	2	0	0	1	False	1
chr14:22786427-22810970	chr14	22786427	22810970	24543	2	gain	no_confirmed_structure	2	0	0	1	False	2
chr14:23974089-23974189	chr14	23974089	23974189	100	2	gain	no_confirmed_structure	2	0	0	1	False	0
chr14:24060744-24061249	chr14	24060744	24061249	505	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr14:24960849-24999895	chr14	24960849	24999895	39046	2	gain	no_confirmed_structure	2	0	0	1	False	1
chr14:27742417-27774655	chr14	27742417	27774655	32238	2	gain	no_confirmed_structure	2	0	0	1	False	0
chr14:28769266-28789251	chr14	28769266	28789251	19985	2	gain	no_confirmed_structure	2	0	0	1	False	2
chr14:28973234-29006898	chr14	28973234	29006898	33664	2	gain	no_confirmed_structure	2	0	0	1	False	0
chr14:29084809-29113620	chr14	29084809	29113620	28811	2	gain	co_linked_lineage	1	0	0	1	False	2
chr14:30092122-30105678	chr14	30092122	30105678	13556	2	gain	no_confirmed_structure	2	0	0	1	False	2
chr14:31954892-31972146	chr14	31954892	31972146	17254	2	gain	no_confirmed_structure	2	0	0	1	False	1
chr14:32177611-32206698	chr14	32177611	32206698	29087	2	gain	no_confirmed_structure	2	0	0	1	False	1
chr14:32600791-32634819	chr14	32600791	32634819	34028	2	gain	no_confirmed_structure	2	0	0	1	False	0
chr14:38451023-38467317	chr14	38451023	38467317	16294	2	loh	co_linked_lineage	1	0	0	1	False	2
chr14:38966405-38972778	chr14	38966405	38972778	6373	2	loh	no_confirmed_structure	2	0	0	1	False	4
chr14:39205540-39247883	chr14	39205540	39247883	42343	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr14:45225115-45233722	chr14	45225115	45233722	8607	2	loh	co_linked_lineage	1	0	0	1	False	1
chr14:46404320-46409262	chr14	46404320	46409262	4942	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr14:46814201-46832388	chr14	46814201	46832388	18187	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr14:47054581-47096182	chr14	47054581	47096182	41601	2	gain	no_confirmed_structure	2	0	0	1	False	0
chr14:47682235-47703453	chr14	47682235	47703453	21218	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr14:49143642-49155952	chr14	49143642	49155952	12310	2	gain	no_confirmed_structure	2	0	0	1	False	2
chr14:49515854-49521144	chr14	49515854	49521144	5290	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr14:51073023-51105486	chr14	51073023	51105486	32463	2	gain	no_confirmed_structure	2	0	0	1	False	1
chr14:52217494-52255272	chr14	52217494	52255272	37778	2	gain	no_confirmed_structure	2	0	0	1	False	0
chr14:53609249-53635547	chr14	53609249	53635547	26298	2	gain	no_confirmed_structure	2	0	0	1	False	1
chr14:54544377-54554477	chr14	54544377	54554477	10100	2	gain	no_confirmed_structure	2	0	0	1	False	2
chr14:55261493-55311185	chr14	55261493	55311185	49692	2	gain	no_confirmed_structure	2	0	0	1	False	0
chr14:56214474-56237585	chr14	56214474	56237585	23111	2	gain	no_confirmed_structure	2	0	0	1	False	2
chr14:57779154-57809582	chr14	57779154	57809582	30428	2	gain	no_confirmed_structure	2	0	0	1	False	2
chr14:58134153-58145266	chr14	58134153	58145266	11113	2	gain	no_confirmed_structure	2	0	0	1	False	2
chr14:58395412-58400007	chr14	58395412	58400007	4595	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr14:58823583-58834002	chr14	58823583	58834002	10419	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr14:59191301-59225425	chr14	59191301	59225425	34124	2	gain	no_confirmed_structure	2	0	0	1	False	1
chr14:60055669-60070872	chr14	60055669	60070872	15203	2	gain	no_confirmed_structure	2	0	0	1	False	2
chr14:60249022-60256208	chr14	60249022	60256208	7186	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr14:60878240-60915242	chr14	60878240	60915242	37002	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr14:65137635-65149294	chr14	65137635	65149294	11659	2	gain	co_linked_lineage	1	0	0	1	False	2
chr14:66474297-66506287	chr14	66474297	66506287	31990	2	gain	no_confirmed_structure	2	0	0	1	False	0
chr14:66582603-66606555	chr14	66582603	66606555	23952	2	gain	no_confirmed_structure	2	0	0	1	False	2
chr14:68240087-68262418	chr14	68240087	68262418	22331	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr14:68331230-68332750	chr14	68331230	68332750	1520	2	gain	no_confirmed_structure	2	0	0	1	False	4
chr14:69862500-69887748	chr14	69862500	69887748	25248	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr14:75907548-75919751	chr14	75907548	75919751	12203	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr14:76840251-76857485	chr14	76840251	76857485	17234	2	gain	co_linked_lineage	1	0	0	1	False	1
chr14:81976370-81978661	chr14	81976370	81978661	2291	2	gain	no_confirmed_structure	2	0	0	1	False	4
chr14:82242527-82275878	chr14	82242527	82275878	33351	2	gain	no_confirmed_structure	2	0	0	1	False	0
chr14:82635931-82639246	chr14	82635931	82639246	3315	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr14:85207631-85215217	chr14	85207631	85215217	7586	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr14:85468131-85501214	chr14	85468131	85501214	33083	2	gain	co_linked_lineage	1	0	0	1	False	2
chr14:85576692-85619590	chr14	85576692	85619590	42898	2	gain	no_confirmed_structure	2	0	0	1	False	0
chr14:85738141-85738392	chr14	85738141	85738392	251	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr14:86573385-86584685	chr14	86573385	86584685	11300	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr14:88083124-88089122	chr14	88083124	88089122	5998	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr14:89128385-89141900	chr14	89128385	89141900	13515	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr14:89453232-89463067	chr14	89453232	89463067	9835	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr14:90307666-90346675	chr14	90307666	90346675	39009	2	gain	no_confirmed_structure	2	0	0	1	False	0
chr14:93098649-93098650	chr14	93098649	93098650	1	2	gain	co_linked_lineage	1	0	0	1	False	2
chr14:93267818-93290634	chr14	93267818	93290634	22816	2	gain	no_confirmed_structure	2	0	0	1	False	4
chr14:94201083-94215546	chr14	94201083	94215546	14463	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr14:95041033-95078555	chr14	95041033	95078555	37522	2	gain	no_confirmed_structure	2	0	0	1	False	1
chr14:95384272-95387170	chr14	95384272	95387170	2898	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr14:96767888-96810361	chr14	96767888	96810361	42473	2	gain	no_confirmed_structure	2	0	0	1	False	1
chr14:99516637-99556809	chr14	99516637	99556809	40172	2	gain	no_confirmed_structure	2	0	0	1	False	1
chr14:102625942-102632945	chr14	102625942	102632945	7003	2	gain	no_confirmed_structure	2	0	0	1	False	1
chr14:104112064-104121051	chr14	104112064	104121051	8987	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr14:105033815-105052947	chr14	105033815	105052947	19132	2	gain	no_confirmed_structure	2	0	0	1	False	2
chr14:105807399-105855091	chr14	105807399	105855091	47692	2	gain	no_confirmed_structure	2	0	0	1	False	0
chr15:20175852-20201149	chr15	20175852	20201149	25297	2	gain	no_confirmed_structure	2	0	0	1	False	2
chr15:20650081-20671474	chr15	20650081	20671474	21393	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr15:25018772-25045124	chr15	25018772	25045124	26352	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr15:27199803-27235324	chr15	27199803	27235324	35521	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr15:32715406-32746661	chr15	32715406	32746661	31255	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr15:33039163-33070287	chr15	33039163	33070287	31124	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr15:35463549-35494220	chr15	35463549	35494220	30671	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr15:36538197-36558869	chr15	36538197	36558869	20672	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr15:36812008-36812012	chr15	36812008	36812012	4	2	loh	co_linked_lineage	1	0	0	1	False	2
chr15:38014424-38036496	chr15	38014424	38036496	22072	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr15:40845384-40864553	chr15	40845384	40864553	19169	2	loh	co_linked_lineage	1	0	0	1	False	1
chr15:43211740-43218653	chr15	43211740	43218653	6913	2	loh	no_confirmed_structure	2	0	0	1	False	2
chr15:43374081-43396202	chr15	43374081	43396202	22121	2	loh	co_linked_lineage	1	0	0	1	False	1
chr15:43820846-43850872	chr15	43820846	43850872	30026	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr15:43976645-43987131	chr15	43976645	43987131	10486	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr15:47999220-48020109	chr15	47999220	48020109	20889	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr15:49387847-49427458	chr15	49387847	49427458	39611	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr15:50215014-50238298	chr15	50215014	50238298	23284	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr15:51447296-51473881	chr15	51447296	51473881	26585	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr15:52929211-52929212	chr15	52929211	52929212	1	2	loh	co_linked_lineage	1	0	0	1	False	1
chr15:53020017-53022962	chr15	53020017	53022962	2945	2	loh	no_confirmed_structure	2	0	0	1	False	1
chr15:53145229-53170972	chr15	53145229	53170972	25743	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr15:53621459-53626217	chr15	53621459	53626217	4758	2	loh	no_confirmed_structure	2	0	0	1	False	0
chr15:57075404-57093752	chr15	57075404	57093752	18348	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr15:57396343-57397436	chr15	57396343	57397436	1093	2	gain	no_confirmed_structure	2	0	0	1	False	3
chr15:57768925-57794529	chr15	57768925	57794529	25604	2	gain	no_confirmed_structure	2	0	0	1	False	2
chr15:57970400-57993657	chr15	57970400	57993657	23257	2	gain	no_confirmed_structure	2	0	0	1	False	2
chr15:58371312-58398584	chr15	58371312	58398584	27272	2	gain	co_linked_lineage	1	0	0	1	False	2
chr15:58834724-58869885	chr15	58834724	58869885	35161	2	gain	no_confirmed_structure	2	0	0	1	False	2
chr15:60020257-60050784	chr15	60020257	60050784	30527	2	gain	no_confirmed_structure	2	0	0	1	False	1
