region	chrom	shape	cn	n_reads	n_pop	popA	popA_n	popB	popB_n	n_cpg_tested	n_sig_cpg	max_dbeta	min_q	corroborated	hp_control_eval	cis_hit	cis_explained
chr5:179733119-179743610	chr5	co_linked_lineage	loh	40	2	RR	28	AA	12	1474	0	0.887	0.9679	0	0	0	0
chr6:64405300-64427201	chr6	co_linked_lineage	neutral	9	2	AA	6	RR	3	0	0	0.0	1.0	0	0	0	0
chr6:65244019-65244020	chr6	co_linked_lineage	neutral	45	2	RR	23	AA	22	192	11	0.978	0.0323	1	0	0	0
chr7:24976612-24976619	chr7	co_linked_lineage	loh	30	2	RR	27	AA	3	0	0	0.0	1.0	0	0	0	0
chr8:1812786-1812787	chr8	co_linked_lineage	loh	48	2	RR	40	AA	8	138	0	0.57	0.4247	0	0	0	0
chr8:3389186-3392732	chr8	co_linked_lineage	loh	54	2	RR	31	AA	23	599	3	0.939	0.0342	1	0	0	0
chr8:23372250-23372279	chr8	co_linked_lineage	loh	51	2	RR	48	AA	3	0	0	0.0	1.0	0	0	0	0
chr8:43451438-43470676	chr8	co_linked_lineage	loh	12	2	RR	9	AA	3	0	0	0.0	1.0	0	0	0	0
chr8:59030478-59050445	chr8	co_linked_lineage	loh	8	2	RR	5	AA	3	0	0	0.0	1.0	0	0	0	0
chr8:91447465-91452378	chr8	co_linked_lineage	loh	60	2	RR	56	AA	4	0	0	0.0	1.0	0	0	0	0
chr8:92820524-92833206	chr8	co_linked_lineage	loh	29	2	RR	23	AA	6	140	0	0.877	0.5032	0	0	0	0
chr8:92971552-92981293	chr8	co_linked_lineage	loh	35	2	RR	23	AA	12	504	0	0.942	0.5901	0	0	0	0
chr8:97550351-97576798	chr8	co_linked_lineage	loh	6	2	RR	3	AA	3	0	0	0.0	1.0	0	0	0	0
chr9:34753471-34768696	chr9	co_linked_lineage	loh	15	2	RR	12	AA	3	0	0	0.0	1.0	0	0	0	0
chr9:115910328-115915473	chr9	co_linked_lineage	loh	40	2	AA	24	RR	16	303	0	0.981	0.1073	0	0	0	0
chr9:121209334-121211746	chr9	co_linked_lineage	loh	50	2	RR	47	AA	3	0	0	0.0	1.0	0	0	0	0
chr10:15002683-15024405	chr10	co_linked_lineage	loh	10	2	RR	6	AA	4	0	0	0.0	1.0	0	0	0	0
chr10:18544912-18551990	chr10	co_linked_lineage	loh	35	2	RR	32	AA	3	0	0	0.0	1.0	0	0	0	0
chr10:23463517-23469029	chr10	co_linked_lineage	loh	46	2	AA	42	RR	4	53	0	0.905	0.1546	0	0	0	0
chr10:61805797-61807738	chr10	co_linked_lineage	loh	46	2	RR	43	AA	3	0	0	0.0	1.0	0	0	0	0
chr10:67819658-67819660	chr10	co_linked_lineage	loh	49	2	RR	43	AA	6	226	0	0.465	0.7833	0	0	0	0
chr10:82649960-82650195	chr10	co_linked_lineage	loh	42	2	RR	28	AA	14	257	0	0.986	0.1718	0	0	0	0
chr10:93844165-93844203	chr10	co_linked_lineage	loh	43	2	RR	40	AA	3	0	0	0.0	1.0	0	0	0	0
chr11:11932897-11933561	chr11	co_linked_lineage	loh	47	2	RR	43	AA	4	5	0	0.165	0.8259	0	0	0	0
chr11:15525167-15545245	chr11	co_linked_lineage	loh	9	2	AA	5	RR	4	0	0	0.0	1.0	0	0	0	0
chr11:25005752-25022694	chr11	co_linked_lineage	loh	14	2	RR	8	AA	6	118	0	0.969	0.4337	0	0	0	0
chr11:47286025-47306563	chr11	co_linked_lineage	loh	6	2	AA	3	RR	3	0	0	0.0	1.0	0	0	0	0
chr11:95842920-95866947	chr11	co_linked_lineage	loh	13	2	RR	7	AA	6	0	0	0.0	1.0	0	0	0	0
chr12:48057998-48060186	chr12	co_linked_lineage	loh	41	2	RR	36	AA	5	50	0	0.562	0.4594	0	0	0	0
chr12:50941804-50941806	chr12	co_linked_lineage	loh	61	2	RR	57	AA	4	101	0	0.888	0.7147	0	0	0	0
chr12:86771587-86771589	chr12	co_linked_lineage	loh	64	2	RR	37	AA	27	479	0	0.957	0.4551	0	0	0	0
chr12:103444842-103446763	chr12	co_linked_lineage	loh	55	2	RR	50	AA	5	13	0	0.924	0.1193	0	0	0	0
chr13:18249462-18251629	chr13	co_linked_lineage	neutral	59	2	RR	48	AA	11	1164	0	0.961	0.1212	0	0	0	0
chr13:65131377-65144623	chr13	co_linked_lineage	loh	12	2	AA	9	RR	3	0	0	0.0	1.0	0	0	0	0
chr13:89846691-89849475	chr13	co_linked_lineage	loh	33	2	RR	29	AA	4	16	0	0.633	0.2337	0	0	0	0
chr13:105441839-105441840	chr13	co_linked_lineage	loh	45	2	AA	41	RR	4	84	0	0.701	0.4736	0	0	0	0
chr13:106308822-106311069	chr13	co_linked_lineage	loh	36	2	RR	33	AA	3	0	0	0.0	1.0	0	0	0	0
chr14:38451023-38467317	chr14	co_linked_lineage	loh	10	2	RR	6	AA	4	0	0	0.0	1.0	0	0	0	0
chr15:36812008-36812012	chr15	co_linked_lineage	loh	51	2	RR	32	AA	19	403	0	0.988	0.2189	0	0	0	0
chr17:19280836-19282115	chr17	co_linked_lineage	loh	58	2	RR	55	AA	3	0	0	0.0	1.0	0	0	0	0
chr17:46014622-46014691	chr17	co_linked_lineage	loh	52	2	RR	40	AA	12	584	0	0.952	0.9704	0	0	0	0
chr17:48434251-48448197	chr17	co_linked_lineage	loh	14	2	RR	11	AA	3	0	0	0.0	1.0	0	0	0	0
chr17:48640982-48641591	chr17	co_linked_lineage	loh	48	2	RR	40	AA	8	744	0	0.97	0.106	0	0	0	0
chr17:48865888-48869284	chr17	co_linked_lineage	loh	49	2	RR	42	AA	7	332	0	0.965	0.4808	0	0	0	0
chr17:59480006-59483655	chr17	co_linked_lineage	loh	48	2	RR	44	AA	4	1	0	0.148	0.7996	0	0	0	0
chr19:41163176-41163234	chr19	co_linked_lineage	loh	48	2	RR	45	AA	3	0	0	0.0	1.0	0	0	0	0
chr19:57130037-57141706	chr19	co_linked_lineage	loh	39	2	AA	26	RR	13	782	39	0.974	0.0234	1	0	0	0
chr21:14729539-14744646	chr21	co_linked_lineage	neutral	15	2	AA	10	RR	5	109	0	0.938	0.3544	0	0	0	0
chr21:15662986-15684314	chr21	co_linked_lineage	neutral	8	2	AA	5	RR	3	0	0	0.0	1.0	0	0	0	0
chr21:17778136-17785656	chr21	co_linked_lineage	neutral	36	2	AA	20	RR	16	342	0	0.874	0.781	0	0	0	0
chr21:20048479-20070899	chr21	co_linked_lineage	neutral	10	2	RR	7	AA	3	0	0	0.0	1.0	0	0	0	0
chr21:20136782-20163949	chr21	co_linked_lineage	neutral	9	2	RR	6	AA	3	0	0	0.0	1.0	0	0	0	0
chr21:30520863-30520864	chr21	co_linked_lineage	neutral	66	2	RR	35	AA	31	545	5	0.984	0.0468	1	0	0	0
chr21:35625775-35625776	chr21	co_linked_lineage	neutral	37	2	RR	22	AA	15	340	0	0.932	0.4051	0	0	0	0
